	language	split	speaker id	native language	raised in	dialect	sex	age	occupation	cold or allergy	smoker	supervisor	record date	topic article	tapelabel	record place	environment noise	record conditions	comments
UKR059	UKR	eval	059	Russian	Russia	East Ukrainian	female	24	teacher	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR008	UKR	train	008	Russian	Donetsk	NaN	female	17	student	NaN	nonsmoking	Nikolay Volovyk	16.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR105	UKR	train	105	Ukrainian	Rivne	NaN	male	28	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR062	UKR	train	062	Russian	Donetsk	East Ukrainian	male	15	pupil	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR070	UKR	eval	070	Russian	Donetsk	East Ukrainian	female	38	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR101	UKR	train	101	Ukrainian	Kremenchuk	NaN	male	45	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR052	UKR	train	052	Russian	Donetsk	East Ukrainian	female	63	nurse	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR060	UKR	train	060	Russian	Donetsk	NaN	female	50	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR107	UKR	eval	107	Ukrainian	Kherson	NaN	female	58	teacher	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR020	UKR	train	020	Ukrainian	Konotop	NaN	female	48	NaN	NaN	smoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR081	UKR	train	081	Ukrainian	Lviv	NaN	female	37	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR104	UKR	train	104	Ukrainian	Kherson	NaN	male	29	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR069	UKR	train	069	Ukrainian	Kyiv	NaN	female	36	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR071	UKR	train	071	Russian	Donetsk	East Ukrainian	male	44	welder	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR045	UKR	train	045	Russian	Donetsk	East Ukrainian	female	22	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR057	UKR	dev	057	Russian	Donetsk	East Ukrainian	female	29	criminalist	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR116	UKR	train	116	Russian	Kherson	East Ukrainian	female	31	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR118	UKR	train	118	Ukrainian	Rivne	NaN	female	23	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR014	UKR	train	014	Russian	Odessa	East Ukrainian	female	47	NaN	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR018	UKR	dev	018	Ukrainian	Konotop	NaN	male	50	NaN	NaN	smoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR013	UKR	eval	013	Ukrainian	Konotop	NaN	male	50 	doctor	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR009	UKR	train	009	Russian	Donetsk	East Ukrainian	male	22	student	NaN	nonsmoking	Nikolay Volovyk	18.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR035	UKR	train	035	Russian	Donetsk	East Ukrainian	female	22	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR075	UKR	dev	075	Ukrainian	Lutsk	NaN	female	25	employee	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	middle	middle	Andrea NC-185VM	NaN
UKR095	UKR	train	095	Russian	Kharkiv	East Ukrainian	male	22	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR036	UKR	dev	036	Russian	Donetsk	East Ukrainian	male	20	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR098	UKR	train	098	Ukrainian	Lviv	West Ukrainian	female	23	student	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR114	UKR	eval	114	Ukrainian	Sumy	NaN	female	29	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR004	UKR	train	004	Russian	Donetsk	East Ukrainian	male	22	engeneer	NaN	nonsmoking	Nikolay Volovyk	14.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR087	UKR	dev	087	Ukrainian	Lviv	West Ukrainian	female	23	student	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	quiet	quiet	Andrea NC-185VM	NaN
UKR084	UKR	train	084	Russian	Ukraine	NaN	male	37	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR072	UKR	train	072	Russian	Donetsk	NaN	female	32	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR046	UKR	train	046	Russian	Donetsk	NaN	female	23	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR092	UKR	eval	092	Ukrainian	Kharkiv	NaN	male	28	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR067	UKR	train	067	Ukrainian	Kyiv	NaN	female	55	NaN	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	middle	quiet	Andrea NC-185VM	NaN
UKR088	UKR	train	088	Ukrainian	Ivano-Frankivsk	West Ukrainian	female	23	student	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR037	UKR	train	037	Russian	Donetsk	NaN	female	22	teacher	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR106	UKR	train	106	Ukrainian	Cherkasy	NaN	female	32	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR083	UKR	train	083	Russian	Odessa	East Ukrainian	female	40	scientist	NaN	nonsmoking	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR042	UKR	train	042	Russian	Donetsk	NaN	female	25	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR119	UKR	train	119	Russian	Donetsk	East Ukrainian	female	47	nurse	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR031	UKR	train	031	Russian	Donetsk	NaN	male	24	musician	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR099	UKR	train	099	Russian	Zhytomyr	East Ukrainian	male	56	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR086	UKR	train	086	Russian	Sloviansk	East Ukrainian	female	65	NaN	NaN	NaN	Nikolay Volovyk	NaN		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
UKR010	UKR	dev	010	Ukrainian	Konotop	NaN	male	50	doctor	NaN	nonsmoking	Nikolay Volovyk	20.08.2011		 --new prompting tool--	NaN	NaN	Andrea NC-185VM	NaN
VIE028	VIE	train	028	vietnamese	vietnam	Northern Vietnam	female	18	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE058	VIE	train	058	Vietnamese	Vietnam	Southern Vietnam	female	23	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE112	VIE	train	112	Vietnamese	Not Specified	Northern Vietnam	male	29	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.20.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE046	VIE	train	046	Vietnam	Vietnam	Southern Vietnam	male	23	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE099	VIE	train	099	Vietnamese	Vietnam	Southern Vietnam	male	18	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE088	VIE	train	088	Vietnamese	Vietnam	Southern Vietnam	female	21	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE012	VIE	train	012	Vietnamese	Vietnam	Northern Vietnam	male	30	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE019	VIE	train	019	Vietnamese	Vietnam	Northern Vietnam	male	31	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE090	VIE	train	090	Vietnamese	Vietnam	Southern Vietnam	female	31	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE031	VIE	train	031	Vietnamese	Vietnam	Southern Vietnam	female	25	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE001	VIE	train	001	Vietnamese	Vietnam	Northern Vietnam	female	17	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE034	VIE	train	034	Vietnamese	Vietnam	Southern Vietnam	female	25	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE208	VIE	dev	208	Vietnamese	Vietnam	Southern Vietnam	female	44	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE126	VIE	train	126	Vietnamese	Not Specified	Northern Vietnam	female	41	Speaker's Occupation	Unknown	Unspecified	Thang Vu	1.1.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE057	VIE	train	057	Vietnamese	Vietnam	Southern Vietnam	male	23	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE003	VIE	train	003	Vietnamese	Vietnam	Northern Vietnam	male	57	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE093	VIE	train	093	Vietnamese	Vietnam	Southern Vietnam	female	20	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE096	VIE	eval	096	Vietnamese	Vietnam	Southern Vietnam	female	57	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE115	VIE	train	115	Vietnamese	Not Specified	Northern Vietnam	female	24	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.21.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE043	VIE	train	043	Vietnamese	Vietnam	Northern Vietnam	male	67	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE109	VIE	train	109	Vietnamese	Vietnam	Southern Vietnam	male	17	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE095	VIE	train	095	Vietnamese	Vietnam	Southern Vietnam	male	21	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE040	VIE	train	040	Vietnamese	Vietnam	Northern Vietnam	male	70	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE047	VIE	train	047	Vietnamese	Vietnam	Northern Vietnam	male	24	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE008	VIE	train	008	Vietnamese	Vietnam	Northern Vietnam	male	33	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE059	VIE	train	059	Vietnamese	Vietnam	Southern Vietnam	male	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE061	VIE	train	061	Vietnamese	Vietnam	Southern Vietnam	male	16	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE205	VIE	dev	205	Vietnamese	Vietnam	Northern Vietnam	male	24	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE011	VIE	train	011	Vietnamese	Vietnam	Northern Vietnam	male	25	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE106	VIE	eval	106	Vietnamese	Vietnam	Southern Vietnam	male	20	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE207	VIE	dev	207	Vietnamese	Vietnam	Northern Vietnam	male	30	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE002	VIE	train	002	Vietnamese	Vietnam	Northern Vietnam	female	46	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE070	VIE	train	070	Vietnamese	Vietnam	Northern Vietnam	male	25	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE092	VIE	eval	092	Vietnamese	Vietnam	Southern Vietnam	male	20	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE051	VIE	train	051	Vietnamese	Vietnam	Southern Vietnam	male	53	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE020	VIE	train	020	vietnamese	vietnam	Northern Vietnam	female	37	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE049	VIE	train	049	Vietnamese	Vietnam	Southern Vietnam	male	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE105	VIE	train	105	Vietnamese	Vietnam	Southern Vietnam	male	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE122	VIE	train	122	Vietnamese	Not Specified	Northern Vietnam	female	25	Speaker's Occupation	Unknown	Unspecified	Thang Vu	1.1.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE005	VIE	train	005	Vietnamese	Vietnam	Northern Vietnam	male	50	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE102	VIE	eval	102	Vietnamese	Vietnam	Southern Vietnam	male	23	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE030	VIE	train	030	Vietnamese	Vietnam	Northern Vietnam	male	40	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE123	VIE	train	123	Vietnamese	Not Specified	Northern Vietnam	male	24	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.23.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE080	VIE	train	080	Vietnamese	Vietnam	Southern Vietnam	female	25	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE004	VIE	train	004	Vietnamese	Vietnam	Northern Vietnam	X	40	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE091	VIE	train	091	Vietnamese	Vietnam	Southern Vietnam	female	21	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE068	VIE	train	068	Vietnamese	Vietnam	Northern Vietnam	female	33	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE201	VIE	dev	201	Vietnamese	Vietnam	Southern Vietnam	female	25	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE041	VIE	train	041	Vietnamese	Vietnam	Southern Vietnam	male	24	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE116	VIE	train	116	Vietnam	Not Specified	Southern Vietnam	male	24	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.21.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE042	VIE	train	042	Vietnamese	Vietnam	Southern Vietnam	male	23	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE029	VIE	train	029	Vietnamese	Vietnam	Northern Vietnam	female	35	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE119	VIE	train	119	Vietnamese	Not Specified	Northern Vietnam	male	26	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.23.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE104	VIE	train	104	Vietnamese	Vietnam	Southern Vietnam	male	21	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE055	VIE	train	055	Vietnamese	Vietnam	Southern Vietnam	female	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE111	VIE	train	111	Vietnamese	Not Specified	Northern Vietnam	male	24	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.17.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE022	VIE	train	022	Vietnamese	Vietnam	Northern Vietnam	female	40	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE060	VIE	train	060	Vietnamese	Vietnam	Southern Vietnam	female	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE014	VIE	train	014	Vietnamese	Vietnam	Northern Vietnam	female	29	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE063	VIE	train	063	Vietnamese	Vietnam	Southern Vietnam	male	25	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE101	VIE	train	101	Vietnamese	Vietnam	Southern Vietnam	male	18	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE121	VIE	train	121	Vietnamese	Not Specified	Southern Vietnam	male	28	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.31.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE067	VIE	train	067	Vietnamese	Vietnam	Southern Vietnam	male	63	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE066	VIE	train	066	Vietnamese	Vietnam	Southern Vietnam	male	25	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE013	VIE	train	013	Vietnamese	Vietnam	Northern Vietnam	female	24	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE108	VIE	train	108	Vietnamese	Vietnam	Southern Vietnam	male	17	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE113	VIE	eval	113	Vietnamese	Not Specified	Northern Vietnam	female	21	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.21.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE114	VIE	train	114	Vietnamese	Not Specified	Northern Vietnam	male	24	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.21.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE033	VIE	train	033	Vietnam	Vietnam	Northern Vietnam	female	64	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE083	VIE	train	083	Vietnamese	Vietnam	Southern Vietnam	male	56	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE044	VIE	train	044	Vietnamese	Vietnam	Southern Vietnam	male	30	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE054	VIE	train	054	Vietnamese	Vietnam	Southern Vietnam	female	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE073	VIE	train	073	Vietnamese	Vietnam	Northern Vietnam	male	40	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE015	VIE	train	015	Vietnamese	Vietnam	Northern Vietnam	female	27	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE084	VIE	train	084	Vietnamese	Vietnam	Southern Vietnam	male	25	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE085	VIE	train	085	Vietnamese	Vietnam	Southern Vietnam	female	29	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE010	VIE	train	010	Vietnamese	Vietnam	Northern Vietnam	X	31	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE074	VIE	train	074	Vietnamese	Vietnam	Northern Vietnam	male	43	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE075	VIE	train	075	Vietnamese	Vietnam	Southern Vietnam	male	39	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE125	VIE	train	125	Vietnamese	Not Specified	Northern Vietnam	male	25	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.23.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE025	VIE	train	025	Vietnamese	Vietnam	Northern Vietnam	female	18	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE007	VIE	train	007	Vietnamese	Vietnam	Northern Vietnam	male	33	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE052	VIE	train	052	Vietnamese	Vietnam	Southern Vietnam	female	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE071	VIE	train	071	Vietnamese	Vietnam	Northern Vietnam	female	29	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE021	VIE	train	021	Vietnamese	Vietnam	Northern Vietnam	male	30	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE064	VIE	train	064	Vietnamese	Vietnam	Southern Vietnam	male	24	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE048	VIE	train	048	Vietnamese	Vietnam	Northern Vietnam	female	22	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE087	VIE	train	087	Vietnamese	Vietnam	Southern Vietnam	female	24	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE036	VIE	train	036	Vietnamese	Vietnam	Southern Vietnam	male	41	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE024	VIE	train	024	vietnamese	vietnam	Northern Vietnam	female	18	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE009	VIE	train	009	Vietnamese	Vietnam	Northern Vietnam	male	32	NaN	NaN	smoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE081	VIE	train	081	Vietnamese	Vietnam	Southern Vietnam	female	24	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE202	VIE	dev	202	Vietnamese	Vietnam	Northern Vietnam	female	23	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE200	VIE	dev	200	Vietnamese	Vietnam	Northern Vietnam	male	27	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE094	VIE	eval	094	Vietnamese	Vietnam	Southern Vietnam	female	42	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
VIE117	VIE	train	117	Vietnamese	Not Specified	Northern Vietnam	female	21	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.21.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE127	VIE	train	127	Vietnamese	Not Specified	Northern Vietnam	male	29	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.31.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE118	VIE	train	118	Vietnamese	Not Specified	Northern Vietnam	female	42	Speaker's Occupation	Unknown	Unspecified	Thang Vu	0.24.2009		1	Not Specified	Not Specified	Not Specified	Remarks if any
VIE016	VIE	train	016	Vietnamese	Vietnam	Northern Vietnam	female	30	NaN	NaN	nonsmoking	Thang Vu	NaN		 --new prompting tool--	quiet	quiet	Sennheiser HM420	NaN
